Id,SalePrice
945,201404.7145503
946,237538.211100845
947,194604.514086603
948,138769.665593779
949,158240.862082166
950,138751.672279044
951,133162.988958491
952,190992.603215821
953,188978.102734808
954,193790.164589329
955,125591.166168389
956,214024.267308622
957,185990.925670991
958,125083.166446828
959,171590.679269097
960,172150.523106219
961,211714.904967175
962,172150.523106219
963,155364.603777725
964,122028.886252607
965,145920.323966994
966,126219.196324717
967,116854.852403767
968,251417.191800178
969,172150.523106219
970,140986.447690035
971,109160.820576144
972,150627.281305663
973,172150.523106219
974,172150.523106219
975,156733.645123367
976,135227.901498541
977,134581.706458146
978,147424.032721228
979,194018.033508445
980,170129.402886196
981,167770.799102317
982,172150.523106219
983,152102.232848664
984,139167.358286652
985,162299.065025315
986,135131.579117696
987,74556.0056873264
988,172150.523106219
989,192518.377339857
990,158239.687252582
991,172150.523106219
992,199113.029734955
993,195342.803444966
994,147003.477364425
995,183959.873651585
996,173285.882299195
997,172150.523106219
998,174195.261538752
999,170982.082311166
1000,157297.662519306
1001,172150.523106219
1002,233758.012772689
1003,202079.607881445
1004,130720.619807031
1005,172150.523106219
1006,120833.8800499
1007,172150.523106219
1008,172150.523106219
1009,152557.548992676
1010,124888.40645026
1011,137085.364346043
1012,190505.512230923
1013,164489.906558039
1014,172150.523106219
1015,156180.028924605
1016,145665.512729181
1017,172150.523106219
1018,165652.474900923
1019,121148.547350435
1020,199044.299080648
1021,172150.523106219
1022,173065.105446963
1023,121252.165859338
1024,172150.523106219
1025,106104.8821033
1026,164337.028424105
1027,172150.523106219
1028,146605.508060857
1029,198988.990560076
1030,177247.92547612
1031,176303.361303699
1032,169616.408682937
1033,261002.913933164
1034,124443.76255436
1035,176335.740608872
1036,172150.523106219
1037,151324.000830636
1038,172150.523106219
1039,172150.523106219
1040,219029.265263013
1041,172150.523106219
1042,148631.551604056
1043,251131.080455012
1044,213740.489747328
1045,183380.383263892
1046,262358.118525619
1047,184689.594998145
1048,195360.854467732
1049,184642.178335525
1050,172150.523106219
1051,158123.886296812
1052,179033.018595635
1053,116551.839935253
1054,200986.093630727
1055,178804.890862676
1056,161564.956876026
1057,139716.205905919
1058,187536.56774003
1059,192628.76360918
1060,122016.061612061
1061,181346.341707607
1062,166447.647441189
1063,182508.106211941
1064,155890.556058161
1065,163631.403911219
1066,173785.742144367
1067,226798.622850031
1068,163733.779947908
1069,159163.021342308
1070,155510.529237964
1071,125034.799799155
1072,140335.218472039
1073,99355.3329750078
1074,176520.929718796
1075,172150.523106219
1076,172150.523106219
1077,236634.37494633
1078,172150.523106219
1079,172150.523106219
1080,155717.582331947
1081,172150.523106219
1082,172150.523106219
1083,183744.798679573
1084,152077.443950466
1085,151526.030447707
1086,132697.186315449
1087,179403.837033637
1088,135784.288402402
1089,172150.523106219
1090,177349.312955133
1091,172150.523106219
1092,161699.908639323
1093,223694.394878138
1094,107751.295790221
1095,175851.77483156
1096,191687.597398464
1097,159390.99925505
1098,225487.362511684
1099,193212.639931381
1100,219121.110156291
1101,128424.939310631
1102,172150.523106219
1103,129331.262352056
1104,174674.243048908
1105,172150.523106219
1106,164416.521828621
1107,200175.34961917
1108,164684.103957745
1109,172150.523106219
1110,130120.364564909
1111,141266.630361375
1112,190813.726358699
1113,172150.523106219
1114,185474.149888318
1115,222092.9481894
1116,158829.628310489
1117,132378.830855464
1118,172150.523106219
1119,246627.930528786
1120,178122.228225992
1121,145915.041124946
1122,100387.898201593
1123,209916.752495227
1124,204601.975849761
1125,192145.332335332
1126,172150.523106219
1127,177483.312785702
1128,160539.453095137
1129,178220.722048385
1130,172150.523106219
1131,208939.483377629
1132,172158.829425584
1133,147604.250325262
1134,170035.062119501
1135,155013.399165073
1136,156376.553429193
1137,121064.418964133
1138,172150.523106219
1139,183064.229817366
1140,154285.299771372
1141,172757.447783384
1142,132691.734264073
1143,164741.221783896
1144,151050.132367265
1145,122840.863286826
1146,204506.999359368
1147,172150.523106219
1148,275941.706623126
1149,155676.677786621
1150,159069.428529525
1151,230456.963648193
1152,172150.523106219
1153,114035.192114875
1154,158306.945796568
1155,114963.607163433
1156,129719.341871586
1157,142474.42944036
1158,233221.749474472
1159,172150.523106219
1160,168584.162712641
1161,172150.523106219
1162,153350.919144508
1163,156332.123528163
1164,122613.014355181
1165,196709.073840876
1166,205536.952980345
1167,121865.154481873
1168,172150.523106219
1169,187922.634042654
1170,172150.523106219
1171,191394.816345666
1172,172150.523106219
1173,163719.774243394
1174,173783.310603619
1175,181026.542296227
1176,192991.842033999
1177,213321.279151924
1178,214683.236616979
1179,156089.612683948
1180,148452.056207857
1181,179147.426800203
1182,169942.609288073
1183,153006.592945205
1184,203579.226536825
1185,157553.077064047
1186,171342.120526917
1187,278835.846073523
1188,97942.0125521557
1189,211500.905481996
1190,145874.405057431
1191,172150.523106219
1192,172150.523106219
1193,200196.108501221
1194,159349.149648725
1195,221412.958285574
1196,144078.130572569
1197,207238.348386695
1198,255304.986352333
1199,172150.523106219
1200,149903.321259985
1201,172150.523106219
1202,126154.188005187
1203,225234.572754636
1204,140311.090547433
1205,164688.57762673
1206,201538.545477631
1207,172150.523106219
1208,196499.60560024
1209,162087.045054634
1210,160601.554249255
1211,172150.523106219
1212,149252.157501647
1213,138733.358230854
1214,146952.167705538
1215,172150.523106219
1216,209015.541788088
1217,129662.18411851
1218,216022.727509999
1219,200222.712516424
1220,178123.579236249
1221,172150.523106219
1222,186757.031938295
1223,145569.208145844
1224,172150.523106219
1225,232114.562723028
1226,193451.46332089
1227,141848.07169603
1228,163343.578688413
1229,264968.308941295
1230,156745.308209492
1231,152092.944254961
1232,124923.434719198
1233,203890.220717351
1234,155060.252307627
1235,200846.394311848
1236,149865.023590552
1237,223939.740692586
1238,129974.912027698
1239,191633.413085409
1240,161922.722926378
1241,161518.787883229
1242,83106.9327950077
1243,162293.471629034
1244,172150.523106219
1245,159694.731838774
1246,187498.122028725
1247,135922.412775127
1248,144190.245027368
1249,156554.894365481
1250,106730.81990194
1251,172150.523106219
1252,172150.523106219
1253,177247.09675885
1254,183131.096706246
1255,242016.576066621
1256,184265.749802308
1257,172150.523106219
1258,167756.284111968
1259,201231.911941264
1260,150118.767788657
1261,202787.973207186
1262,183303.285516806
1263,172150.523106219
1264,172150.523106219
1265,172150.523106219
1266,199406.133866063
1267,165540.909063119
1268,216538.28897542
1269,136968.114265808
1270,218335.422079281
1271,201581.555490783
1272,158094.658736669
1273,182438.241518059
1274,172150.523106219
1275,192628.004647666
1276,118490.712472072
1277,192968.862831558
1278,168190.794261101
1279,200693.540589393
1280,152665.80481081
1281,172150.523106219
1282,163942.917740768
1283,203587.846972632
1284,180564.819642928
1285,172150.523106219
1286,174438.242293736
1287,167970.0045918
1288,196102.582426886
1289,148795.147158699
1290,176359.777355008
1291,172150.523106219
1292,172150.523106219
1293,209859.84954436
1294,172150.523106219
1295,122778.98843914
1296,172150.523106219
1297,152803.913851046
1298,155099.596851486
1299,100007.01732259
1300,172150.523106219
1301,159446.866195648
1302,172150.523106219
1303,172150.523106219
1304,172150.523106219
1305,195778.409105266
1306,151700.532100061
1307,188927.791892236
1308,126017.214081286
1309,167642.024761806
1310,172150.523106219
1311,216405.010078954
1312,174867.10795868
1313,227231.197882259
1314,199011.855493535
1315,185974.950324638
1316,154584.189522196
1317,156996.486979733
1318,170573.122603682
1319,224425.545185239
1320,181993.104407375
1321,137996.703687111
1322,167188.358574267
1323,146086.102462686
1324,140041.747139227
1325,129172.347495134
1326,145731.687331137
1327,176879.094945631
1328,128021.973968407
1329,172150.523106219
1330,208311.597595984
1331,172150.523106219
1332,232885.307186043
1333,172150.523106219
1334,205882.915660292
1335,172150.523106219
1336,176574.627128268
1337,172150.523106219
1338,172150.523106219
1339,104848.00232175
1340,189575.341420342
1341,231358.255882498
1342,172150.523106219
1343,163869.384141788
1344,181067.77715356
1345,172150.523106219
1346,158177.10795955
1347,155609.723432365
1348,191389.47198027
1349,116051.932892765
1350,177013.570468366
1351,158740.891580092
1352,151946.135053408
1353,172150.523106219
1354,140911.322126338
1355,225662.149098854
1356,141362.450781486
1357,172150.523106219
1358,174510.429485394
1359,165354.490330278
1360,151828.861752679
1361,120426.747374553
1362,172150.523106219
1363,193042.511899041
1364,107132.097383079
1365,220514.581679707
1366,172150.523106219
1367,153149.78214276
1368,168006.994059617
1369,202784.311161767
1370,188071.755353477
1371,196055.569104878
1372,160870.442345943
1373,199281.443049646
1374,144631.381801368
1375,131104.808708549
1376,144383.061258012
1377,177454.099898475
1378,138232.998603914
1379,205376.023420908
1380,172150.523106219
1381,172150.523106219
1382,161711.98084587
1383,172150.523106219
1384,72280.4862169051
1385,172150.523106219
1386,180520.726318202
1387,190771.210137762
1388,172150.523106219
1389,178270.496553267
1390,186292.297784071
1391,165452.79868343
1392,215534.856030025
1393,172150.523106219
1394,176644.09817587
1395,146143.105321853
1396,166228.066237326
1397,218865.931127135
1398,172150.523106219
1399,181981.280744726
1400,193577.869233848
1401,130302.262595676
1402,148597.094995142
1403,174252.078960406
1404,172150.523106219
1405,172150.523106219
1406,157235.713442768
1407,207649.144321679
1408,237484.285749755
1409,169474.818402548
1410,125453.772041016
1411,167498.139682723
1412,167069.648468245
1413,201188.82649132
1414,186659.171229871
1415,256792.030749707
1416,209314.560514958
1417,76786.3131103902
1418,119647.783190156
1419,224114.365826757
1420,172150.523106219
1421,225913.347699318
1422,157576.391107799
1423,172150.523106219
1424,170093.952941296
1425,211535.687936401
1426,201198.355025595
1427,172150.523106219
1428,172150.523106219
1429,111141.892957105
1430,203499.044473868
1431,230265.511395817
1432,143961.448729991
1433,195241.857294822
1434,148628.127694554
1435,172150.523106219
1436,141172.302588887
1437,172150.523106219
1438,166821.264197375
1439,158634.09435318
1440,221007.639583136
1441,175147.506307928
1442,168748.768758662
1443,172150.523106219
1444,172150.523106219
1445,168673.477197336
1446,172150.523106219
1447,220093.272659052
1448,212478.930831824
1449,183062.078937948
1450,132392.312819853
1451,230952.41097132
1452,167195.389675602
1453,159319.278550501
1454,194875.796557858
1455,172150.523106219
1456,160858.208026843
1457,198709.966604929
1458,160212.886414285
1459,128981.920235394
1460,146075.984898872
1461,184051.98005704
1462,120127.604717574
1463,154308.255335796
1464,159738.058718718
1465,166093.533974428
1466,143365.507149345
1467,141430.580902822
1468,172150.523106219
1469,182065.847516461
1470,172150.523106219
1471,193121.899275597
1472,155769.600519314
1473,218006.65232081
1474,228239.62415653
1475,131990.831595971
1476,222453.646787416
1477,160305.543310324
1478,158042.189517021
1479,107072.297594463
1480,196980.11688688
1481,164357.931101808
1482,136715.404630378
1483,170086.132321683
1484,198296.772665166
1485,142960.007740764
1486,166403.763673524
1487,155879.419744903
1488,174995.399367026
1489,240307.708506012
1490,172150.523106219
1491,154100.465827743
1492,126727.890448936
1493,183830.480154402
1494,169969.938785447
1495,147060.070638809
1496,172150.523106219
